-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2023 through 07/31/2023 
Location: Latitude  -3.3679   Longitude 36.7024 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1201.74 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
YEAR,MO,DY,HR,WD50M,T2M,WS50M,PRECTOTCORR,QV2M
2023,5,20,1,122.11,14.4,3.47,0.0,12.33
2023,5,20,2,122.38,14.57,2.93,0.02,12.33
2023,5,20,3,122.56,14.72,2.41,0.02,12.27
2023,5,20,4,123.88,14.87,1.95,0.02,12.15
2023,5,20,5,126.92,14.93,1.65,0.02,12.08
2023,5,20,6,133.37,16.31,1.75,0.02,12.51
2023,5,20,7,138.37,18.61,3.67,0.0,12.94
2023,5,20,8,136.03,21.27,4.6,0.0,13.06
2023,5,20,9,132.55,23.36,4.64,0.0,13.24
2023,5,20,10,130.5,24.94,4.44,0.0,13.61
2023,5,20,11,130.42,26.03,4.22,0.0,13.67
2023,5,20,12,132.44,26.7,4.08,0.0,13.55
2023,5,20,13,135.56,26.95,3.93,0.0,13.24
2023,5,20,14,138.85,26.78,3.79,0.0,13.06
2023,5,20,15,143.08,26.26,3.77,0.0,13.0
2023,5,20,16,147.79,24.89,3.94,0.0,13.73
2023,5,20,17,150.98,21.3,4.49,0.0,14.1
2023,5,20,18,147.61,19.81,5.26,0.0,12.94
2023,5,20,19,143.74,18.94,5.71,0.0,12.57
2023,5,20,20,140.37,18.05,5.78,0.0,12.39
2023,5,20,21,136.42,17.3,5.55,0.0,12.39
2023,5,20,22,133.82,16.64,5.1,0.0,12.39
2023,5,20,23,137.34,16.15,4.47,0.0,12.45
2023,5,21,0,142.88,15.68,3.87,0.0,12.51
2023,5,21,1,144.98,15.43,3.44,0.0,12.63
2023,5,21,2,146.03,15.34,3.09,0.02,12.7
2023,5,21,3,147.72,15.48,2.81,0.06,12.76
2023,5,21,4,148.94,15.65,2.41,0.08,12.76
2023,5,21,5,149.55,15.9,2.11,0.07,12.82
2023,5,21,6,153.35,17.65,2.25,0.06,13.61
2023,5,21,7,152.97,19.73,3.87,0.04,14.4
2023,5,21,8,147.38,22.04,4.3,0.02,14.65
2023,5,21,9,139.87,23.86,4.36,0.04,14.65
2023,5,21,10,135.86,24.93,4.4,0.09,14.89
2023,5,21,11,141.39,25.67,4.37,0.09,15.08
2023,5,21,12,153.26,26.3,4.5,0.13,15.32
2023,5,21,13,154.34,26.42,5.07,0.18,15.32
2023,5,21,14,141.81,26.01,5.96,0.3,15.32
2023,5,21,15,133.46,25.05,6.57,0.23,15.44
2023,5,21,16,133.27,23.76,6.42,0.2,15.87
2023,5,21,17,135.98,21.62,6.13,0.4,16.17
2023,5,21,18,135.98,20.86,5.82,0.9,16.36
2023,5,21,19,133.07,20.57,4.92,1.83,16.54
2023,5,21,20,124.53,20.44,4.56,3.26,16.6
2023,5,21,21,115.83,20.3,4.64,4.98,16.48
2023,5,21,22,104.7,19.93,4.74,5.17,16.05
2023,5,21,23,90.19,19.43,4.77,2.95,15.56
2023,5,22,0,76.77,18.97,4.2,0.68,15.2
2023,5,22,1,75.41,18.42,3.16,0.19,14.65
2023,5,22,2,100.51,17.92,3.17,0.09,14.28
2023,5,22,3,112.5,17.53,4.19,0.08,14.1
2023,5,22,4,115.92,17.33,4.65,0.08,13.98
2023,5,22,5,114.02,17.29,4.88,0.08,13.92
2023,5,22,6,111.57,18.31,4.74,0.09,14.4
2023,5,22,7,109.93,19.66,5.32,0.1,14.65
2023,5,22,8,111.71,21.38,5.24,0.16,14.53
2023,5,22,9,113.64,22.91,4.93,0.13,14.34
2023,5,22,10,117.05,24.18,4.52,0.1,14.4
2023,5,22,11,121.14,25.12,4.29,0.1,14.47
2023,5,22,12,124.34,25.69,4.21,0.09,14.53
2023,5,22,13,128.19,25.9,4.28,0.09,14.47
2023,5,22,14,132.27,25.78,4.52,0.06,14.4
2023,5,22,15,134.48,25.16,4.88,0.03,14.47
2023,5,22,16,135.12,23.84,5.3,0.01,15.01
2023,5,22,17,135.32,21.34,5.98,0.01,15.26
2023,5,22,18,129.41,20.17,6.81,0.03,14.77
2023,5,22,19,123.74,19.52,6.93,0.05,14.71
2023,5,22,20,120.6,19.15,6.35,0.15,14.89
2023,5,22,21,118.85,19.07,6.31,0.41,15.26
2023,5,22,22,121.92,19.16,6.1,0.69,15.5
2023,5,22,23,127.92,19.19,6.64,0.8,15.56
2023,5,23,0,133.45,19.01,6.94,0.82,15.38
2023,5,23,1,137.54,18.69,7.11,0.62,15.01
2023,5,23,2,138.32,18.17,6.86,0.4,14.59
2023,5,23,3,137.62,17.76,5.92,0.25,14.22
2023,5,23,4,134.71,17.51,5.38,0.21,13.98
2023,5,23,5,132.13,17.23,5.08,0.19,13.79
2023,5,23,6,130.66,18.01,5.18,0.14,14.1
2023,5,23,7,129.33,19.14,5.65,0.08,14.22
2023,5,23,8,130.64,20.82,5.82,0.03,13.92
2023,5,23,9,133.3,22.73,5.97,0.01,13.61
2023,5,23,10,135.58,24.23,6.05,0.0,13.55
2023,5,23,11,136.48,25.23,5.99,0.0,13.49
2023,5,23,12,136.83,25.8,5.87,0.0,13.49
2023,5,23,13,137.84,25.93,5.8,0.01,13.43
2023,5,23,14,138.62,25.62,5.86,0.01,13.43
2023,5,23,15,138.29,24.97,6.06,0.0,13.49
2023,5,23,16,137.42,23.51,6.15,0.0,14.1
2023,5,23,17,137.86,21.07,6.53,0.0,14.28
2023,5,23,18,137.19,20.02,7.07,0.0,13.85
2023,5,23,19,137.06,19.38,7.05,0.0,13.73
2023,5,23,20,137.33,18.91,6.39,0.01,13.79
2023,5,23,21,138.22,18.57,5.5,0.04,14.04
2023,5,23,22,137.31,18.27,5.07,0.08,14.16
2023,5,23,23,135.65,18.02,4.84,0.04,14.22
2023,5,24,0,134.4,17.81,4.77,0.08,14.22
2023,5,24,1,134.0,17.56,4.77,0.14,14.16
2023,5,24,2,133.63,17.31,4.86,0.17,14.04
2023,5,24,3,134.15,17.12,4.85,0.16,13.92
2023,5,24,4,131.53,16.96,4.75,0.14,13.79
2023,5,24,5,130.24,16.77,4.39,0.13,13.61
2023,5,24,6,129.88,18.12,4.4,0.1,14.16
2023,5,24,7,130.81,19.28,4.99,0.04,14.22
2023,5,24,8,131.91,21.2,5.33,0.01,13.85
2023,5,24,9,131.9,23.11,5.63,0.0,13.24
2023,5,24,10,131.65,24.55,5.87,0.0,12.94
2023,5,24,11,132.18,25.5,5.96,0.0,12.63
2023,5,24,12,133.09,26.01,5.96,0.0,12.39
2023,5,24,13,133.88,26.17,5.95,0.0,12.21
2023,5,24,14,133.4,25.86,5.94,0.0,11.96
2023,5,24,15,131.58,25.19,5.93,0.0,11.6
2023,5,24,16,130.96,23.3,5.89,0.0,12.51
2023,5,24,17,131.93,19.88,6.29,0.0,12.45
2023,5,24,18,130.3,18.38,6.55,0.0,11.6
2023,5,24,19,128.13,17.56,6.47,0.0,11.35
2023,5,24,20,126.01,16.86,6.33,0.0,11.35
2023,5,24,21,121.82,16.3,5.99,0.0,11.47
2023,5,24,22,118.28,15.78,5.7,0.0,11.6
2023,5,24,23,116.21,15.26,5.09,0.0,11.66
2023,5,25,0,114.93,14.71,4.52,0.0,11.96
2023,5,25,1,117.48,14.87,4.17,0.03,12.27
2023,5,25,2,116.82,15.11,3.95,0.07,12.45
2023,5,25,3,116.67,15.08,3.69,0.08,12.45
2023,5,25,4,116.22,15.05,3.52,0.08,12.45
2023,5,25,5,112.81,15.05,3.31,0.08,12.39
2023,5,25,6,108.92,16.9,3.18,0.07,13.12
2023,5,25,7,113.04,18.6,4.03,0.02,13.61
2023,5,25,8,116.96,20.83,4.53,0.0,13.55
2023,5,25,9,120.67,22.9,4.89,0.0,13.24
2023,5,25,10,124.6,24.39,5.2,0.0,13.37
2023,5,25,11,127.59,25.15,5.44,0.03,13.61
2023,5,25,12,130.32,25.48,5.61,0.04,13.85
2023,5,25,13,130.4,25.85,5.79,0.04,13.98
2023,5,25,14,129.33,25.66,5.98,0.03,13.92
2023,5,25,15,130.01,24.86,6.16,0.02,13.85
2023,5,25,16,131.17,23.4,6.29,0.01,14.28
2023,5,25,17,131.59,20.91,6.96,0.02,14.28
2023,5,25,18,129.42,19.97,7.79,0.07,13.92
2023,5,25,19,127.78,19.48,8.0,0.13,13.85
2023,5,25,20,128.15,18.9,7.6,0.17,13.92
2023,5,25,21,127.64,18.37,7.16,0.16,13.98
2023,5,25,22,126.72,17.88,6.79,0.2,13.98
2023,5,25,23,127.97,17.55,6.09,0.31,13.92
2023,5,26,0,128.81,17.35,5.63,0.31,13.85
2023,5,26,1,129.11,17.16,5.39,0.28,13.67
2023,5,26,2,128.59,16.95,5.3,0.27,13.55
2023,5,26,3,127.63,16.7,5.04,0.25,13.43
2023,5,26,4,125.41,16.51,5.04,0.27,13.24
2023,5,26,5,122.76,16.39,5.08,0.29,13.12
2023,5,26,6,122.93,17.33,5.42,0.37,13.55
2023,5,26,7,125.85,18.4,6.78,0.44,13.79
2023,5,26,8,127.66,20.11,7.17,0.43,13.79
2023,5,26,9,128.65,21.81,7.29,0.22,13.61
2023,5,26,10,129.23,23.22,7.36,0.12,13.49
2023,5,26,11,130.12,24.18,7.27,0.07,13.43
2023,5,26,12,130.59,24.64,7.11,0.06,13.31
2023,5,26,13,131.16,24.99,7.0,0.04,13.24
2023,5,26,14,130.73,24.64,6.9,0.08,13.06
2023,5,26,15,131.33,23.89,6.83,0.03,13.06
2023,5,26,16,132.54,22.55,6.69,0.02,13.49
2023,5,26,17,132.79,20.26,7.18,0.02,13.55
2023,5,26,18,131.4,19.37,7.93,0.04,13.24
2023,5,26,19,130.09,18.89,8.14,0.07,13.31
2023,5,26,20,129.27,18.33,7.97,0.1,13.43
2023,5,26,21,128.51,17.79,7.68,0.12,13.49
2023,5,26,22,128.33,17.28,7.32,0.21,13.49
2023,5,26,23,128.69,16.96,7.24,0.28,13.37
2023,5,27,0,128.11,16.54,6.72,0.28,13.06
2023,5,27,1,127.41,16.12,6.31,0.28,12.7
2023,5,27,2,125.33,15.78,5.92,0.26,12.51
2023,5,27,3,121.64,15.54,5.52,0.24,12.33
2023,5,27,4,116.95,15.39,5.24,0.23,12.27
2023,5,27,5,115.0,15.27,5.25,0.19,12.21
2023,5,27,6,116.8,16.06,5.98,0.17,12.39
2023,5,27,7,119.5,17.15,6.97,0.07,12.45
2023,5,27,8,121.41,19.05,7.45,0.0,11.96
2023,5,27,9,122.04,21.01,7.83,0.0,11.23
2023,5,27,10,123.3,22.57,7.95,0.0,11.11
2023,5,27,11,125.55,23.76,7.94,0.0,11.41
2023,5,27,12,127.37,24.32,8.03,0.0,11.66
2023,5,27,13,127.53,24.34,8.28,0.01,11.84
2023,5,27,14,127.11,24.03,8.61,0.01,12.02
2023,5,27,15,128.07,23.29,8.79,0.01,12.27
2023,5,27,16,130.8,21.79,8.6,0.03,12.63
2023,5,27,17,133.86,19.8,8.61,0.07,12.76
2023,5,27,18,134.03,18.88,8.79,0.11,12.76
2023,5,27,19,133.37,18.26,8.57,0.13,12.82
2023,5,27,20,137.32,17.66,7.64,0.18,12.94
2023,5,27,21,142.12,17.1,7.0,0.17,13.0
2023,5,27,22,138.12,16.62,6.69,0.13,12.94
2023,5,27,23,136.53,16.2,6.4,0.19,12.76
2023,5,28,0,136.52,15.9,6.27,0.21,12.57
2023,5,28,1,135.57,15.74,6.14,0.28,12.51
2023,5,28,2,135.74,15.63,5.96,0.33,12.45
2023,5,28,3,134.03,15.65,5.9,0.38,12.45
2023,5,28,4,131.51,15.62,5.99,0.46,12.45
2023,5,28,5,130.66,15.58,5.98,0.42,12.39
2023,5,28,6,131.12,16.44,6.53,0.34,12.76
2023,5,28,7,130.11,17.65,8.1,0.36,12.94
2023,5,28,8,130.96,19.48,8.55,0.39,12.88
2023,5,28,9,131.27,21.3,8.82,0.47,12.94
2023,5,28,10,130.32,22.66,8.93,0.36,13.24
2023,5,28,11,127.95,23.84,8.73,0.17,13.55
2023,5,28,12,126.27,24.66,8.48,0.12,13.98
2023,5,28,13,126.6,24.94,8.36,0.31,14.4
2023,5,28,14,126.97,24.19,8.78,0.75,14.89
2023,5,28,15,124.91,22.66,9.84,1.48,15.26
2023,5,28,16,121.91,21.01,10.12,1.35,15.08
2023,5,28,17,119.33,19.62,10.29,0.41,14.1
2023,5,28,18,118.13,18.54,10.47,0.04,13.0
2023,5,28,19,116.55,17.76,10.28,0.03,12.63
2023,5,28,20,115.24,16.98,9.36,0.02,12.63
2023,5,28,21,114.61,16.31,8.31,0.14,12.76
2023,5,28,22,114.75,16.05,7.39,0.23,12.7
2023,5,28,23,117.51,15.93,6.34,0.3,12.7
2023,5,29,0,120.45,15.87,5.83,0.4,12.7
2023,5,29,1,123.25,15.76,5.61,0.44,12.63
2023,5,29,2,124.57,15.73,5.49,0.51,12.63
2023,5,29,3,125.37,15.58,5.38,0.52,12.57
2023,5,29,4,124.87,15.62,5.68,0.47,12.57
2023,5,29,5,122.31,15.77,6.31,0.42,12.57
2023,5,29,6,120.71,16.73,6.53,0.3,13.06
2023,5,29,7,118.78,17.85,7.87,0.24,13.24
2023,5,29,8,119.46,19.49,8.37,0.11,13.0
2023,5,29,9,120.6,21.21,8.53,0.03,12.57
2023,5,29,10,121.86,22.58,8.48,0.02,12.51
2023,5,29,11,123.42,23.53,8.31,0.02,12.63
2023,5,29,12,124.78,24.18,8.29,0.06,12.88
2023,5,29,13,125.49,24.38,8.33,0.17,13.06
2023,5,29,14,126.23,23.9,8.37,0.16,13.06
2023,5,29,15,127.71,23.05,8.44,0.09,13.18
2023,5,29,16,130.23,21.65,8.37,0.08,13.43
2023,5,29,17,133.42,19.71,8.62,0.15,13.31
2023,5,29,18,134.93,18.73,9.04,0.18,13.12
2023,5,29,19,135.25,18.02,8.73,0.18,13.12
2023,5,29,20,135.82,17.44,8.14,0.26,13.12
2023,5,29,21,138.23,16.87,6.97,0.24,13.06
2023,5,29,22,139.76,16.41,6.66,0.26,13.0
2023,5,29,23,138.66,16.27,6.58,0.23,12.88
2023,5,30,0,137.84,16.03,6.24,0.19,12.7
2023,5,30,1,137.36,15.76,5.49,0.19,12.57
2023,5,30,2,136.31,15.43,5.32,0.16,12.33
2023,5,30,3,135.7,15.15,4.97,0.17,12.21
2023,5,30,4,136.17,14.98,5.13,0.13,12.08
2023,5,30,5,136.58,14.88,5.02,0.16,11.96
2023,5,30,6,137.84,16.1,5.47,0.11,12.39
2023,5,30,7,138.43,17.19,6.0,0.07,12.51
2023,5,30,8,138.03,19.05,6.68,0.06,12.21
2023,5,30,9,137.0,21.05,6.95,0.03,11.96
2023,5,30,10,136.1,22.64,6.88,0.02,12.02
2023,5,30,11,136.28,23.71,6.66,0.02,12.15
2023,5,30,12,137.12,24.37,6.42,0.01,12.21
2023,5,30,13,138.67,24.66,6.21,0.0,12.21
2023,5,30,14,140.06,24.31,6.13,0.0,12.21
2023,5,30,15,141.47,23.76,6.13,0.0,12.21
2023,5,30,16,141.88,22.38,6.04,0.0,12.76
2023,5,30,17,141.71,19.51,6.38,0.0,12.88
2023,5,30,18,139.73,18.36,6.96,0.0,12.27
2023,5,30,19,138.81,17.63,7.06,0.0,11.96
2023,5,30,20,138.44,16.84,6.54,0.0,11.84
2023,5,30,21,138.9,15.97,5.44,0.0,11.84
2023,5,30,22,138.03,15.34,4.71,0.0,11.9
2023,5,30,23,136.28,14.8,4.21,0.0,12.21
2023,5,31,0,134.92,14.69,3.84,0.02,12.45
2023,5,31,1,135.79,14.89,3.61,0.05,12.45
2023,5,31,2,137.16,14.84,3.52,0.06,12.39
2023,5,31,3,138.85,14.71,3.79,0.06,12.21
2023,5,31,4,137.53,14.56,3.76,0.06,12.02
2023,5,31,5,135.44,14.47,3.56,0.07,11.84
2023,5,31,6,136.1,16.15,3.46,0.08,12.45
2023,5,31,7,139.55,17.9,4.8,0.04,13.06
2023,5,31,8,140.07,20.05,5.5,0.0,12.94
2023,5,31,9,139.17,22.01,5.62,0.0,12.51
2023,5,31,10,137.16,23.33,5.43,0.0,12.51
2023,5,31,11,135.25,24.22,5.15,0.0,12.7
2023,5,31,12,134.22,24.78,4.88,0.0,12.88
2023,5,31,13,134.53,24.93,4.75,0.01,13.06
2023,5,31,14,135.4,24.63,4.77,0.02,13.12
2023,5,31,15,135.06,23.86,4.97,0.02,13.31
2023,5,31,16,135.42,22.59,5.28,0.01,13.73
2023,5,31,17,135.16,20.18,5.93,0.01,13.98
2023,5,31,18,133.16,19.26,6.89,0.01,13.61
2023,5,31,19,131.8,18.79,7.23,0.01,13.49
2023,5,31,20,132.09,18.33,7.07,0.01,13.49
2023,5,31,21,134.02,17.8,6.43,0.03,13.61
2023,5,31,22,135.38,17.39,5.8,0.15,13.79
2023,5,31,23,137.22,17.3,5.43,0.22,13.85
2023,6,1,0,136.94,17.06,5.07,0.2,13.73
2023,6,1,1,136.0,16.8,4.77,0.17,13.61
2023,6,1,2,133.15,16.51,4.44,0.15,13.37
2023,6,1,3,130.5,16.29,4.29,0.16,13.24
2023,6,1,4,128.79,16.13,4.39,0.18,13.12
2023,6,1,5,129.43,16.09,4.61,0.22,13.06
2023,6,1,6,131.99,17.58,5.06,0.18,13.73
2023,6,1,7,134.9,18.72,6.32,0.13,13.79
2023,6,1,8,135.95,20.23,6.63,0.08,13.55
2023,6,1,9,135.9,22.16,6.66,0.03,13.31
2023,6,1,10,135.64,23.66,6.47,0.02,13.37
2023,6,1,11,135.41,24.78,6.21,0.01,13.49
2023,6,1,12,135.37,25.41,6.04,0.04,13.67
2023,6,1,13,135.63,25.65,5.99,0.03,13.79
2023,6,1,14,135.63,25.48,6.05,0.02,13.73
2023,6,1,15,135.71,24.85,6.25,0.01,13.73
2023,6,1,16,135.19,23.35,6.5,0.01,14.1
2023,6,1,17,135.48,20.8,7.19,0.01,14.22
2023,6,1,18,134.72,19.85,7.99,0.05,13.92
2023,6,1,19,134.45,19.26,8.04,0.07,13.92
2023,6,1,20,135.17,18.67,7.54,0.1,14.1
2023,6,1,21,135.44,18.18,6.42,0.31,14.22
2023,6,1,22,134.43,17.95,6.09,0.53,14.22
2023,6,1,23,133.47,17.75,5.8,0.49,14.16
2023,6,2,0,131.14,17.48,5.82,0.53,13.98
2023,6,2,1,129.48,17.27,6.2,0.48,13.79
2023,6,2,2,128.83,16.94,6.89,0.31,13.43
2023,6,2,3,127.82,16.52,6.71,0.21,13.06
2023,6,2,4,125.4,16.2,6.1,0.2,12.88
2023,6,2,5,123.15,15.97,5.33,0.17,12.7
2023,6,2,6,123.79,16.76,5.0,0.09,12.88
2023,6,2,7,125.64,17.85,5.4,0.01,12.94
2023,6,2,8,128.19,19.95,6.1,0.0,12.57
2023,6,2,9,129.99,22.06,6.58,0.0,12.57
2023,6,2,10,130.88,23.79,6.7,0.0,12.88
2023,6,2,11,131.29,24.99,6.57,0.0,13.12
2023,6,2,12,131.15,25.74,6.33,0.0,13.24
2023,6,2,13,131.14,26.05,6.0,0.0,13.31
2023,6,2,14,130.53,25.87,5.46,0.0,13.31
2023,6,2,15,129.96,25.38,4.78,0.0,13.37
2023,6,2,16,131.54,24.01,4.57,0.0,13.98
2023,6,2,17,132.37,20.82,5.43,0.03,14.47
2023,6,2,18,127.69,19.8,6.34,0.93,14.16
2023,6,2,19,125.51,19.64,6.13,4.48,15.08
2023,6,2,20,127.44,19.58,7.09,5.17,15.62
2023,6,2,21,127.24,18.97,7.98,2.85,15.01
2023,6,2,22,127.38,17.88,8.04,1.06,13.98
2023,6,2,23,126.41,17.39,6.66,0.38,13.67
2023,6,3,0,126.62,17.21,6.1,0.37,13.55
2023,6,3,1,128.5,16.98,6.0,0.38,13.43
2023,6,3,2,128.92,16.8,5.84,0.37,13.31
2023,6,3,3,128.06,16.71,5.44,0.35,13.24
2023,6,3,4,127.47,16.54,5.35,0.34,13.18
2023,6,3,5,126.57,16.5,5.31,0.37,13.12
2023,6,3,6,124.9,17.23,5.95,0.32,13.37
2023,6,3,7,122.44,18.3,7.27,0.28,13.55
2023,6,3,8,122.49,19.85,7.42,0.21,13.49
2023,6,3,9,122.74,21.44,7.28,0.17,13.37
2023,6,3,10,123.26,22.64,7.14,0.19,13.55
2023,6,3,11,123.8,23.48,6.88,0.15,13.79
2023,6,3,12,123.9,24.04,6.65,0.13,13.98
2023,6,3,13,124.43,24.26,6.51,0.09,14.04
2023,6,3,14,124.42,24.15,6.44,0.08,13.98
2023,6,3,15,124.55,23.55,6.67,0.06,14.04
2023,6,3,16,125.67,22.23,6.85,0.06,14.28
2023,6,3,17,127.58,20.17,7.02,0.2,14.53
2023,6,3,18,125.92,19.35,7.39,0.39,14.59
2023,6,3,19,123.47,18.76,7.44,0.5,14.65
2023,6,3,20,123.69,18.34,7.04,0.54,14.53
2023,6,3,21,125.81,18.07,6.44,0.45,14.34
2023,6,3,22,127.33,17.85,6.08,0.41,14.16
2023,6,3,23,127.24,17.59,5.81,0.43,13.98
2023,6,4,0,127.13,17.44,5.49,0.43,13.85
2023,6,4,1,127.85,17.23,5.28,0.4,13.67
2023,6,4,2,127.37,17.08,5.24,0.36,13.55
2023,6,4,3,126.3,16.91,5.23,0.3,13.43
2023,6,4,4,125.3,16.75,5.18,0.26,13.31
2023,6,4,5,124.06,16.58,5.01,0.21,13.18
2023,6,4,6,122.94,17.01,5.45,0.15,13.24
2023,6,4,7,122.77,17.93,6.31,0.12,13.37
2023,6,4,8,125.15,19.58,6.65,0.07,13.37
2023,6,4,9,126.19,21.51,6.75,0.02,13.24
2023,6,4,10,126.49,22.92,6.75,0.01,13.31
2023,6,4,11,126.91,23.95,6.67,0.0,13.37
2023,6,4,12,127.35,24.6,6.55,0.0,13.31
2023,6,4,13,127.83,24.83,6.42,0.0,13.24
2023,6,4,14,128.28,24.58,6.37,0.0,13.06
2023,6,4,15,129.34,23.87,6.38,0.0,12.88
2023,6,4,16,131.84,22.43,6.31,0.0,13.06
2023,6,4,17,134.27,19.48,6.54,0.0,13.24
2023,6,4,18,132.93,18.22,6.87,0.0,12.76
2023,6,4,19,131.07,17.57,6.78,0.0,12.57
2023,6,4,20,129.61,16.84,6.05,0.0,12.57
2023,6,4,21,129.34,16.22,5.48,0.0,12.57
2023,6,4,22,129.93,15.57,5.0,0.0,12.7
2023,6,4,23,131.03,15.12,4.55,0.01,12.76
2023,6,5,0,132.84,15.23,4.11,0.04,12.76
2023,6,5,1,133.98,15.23,3.71,0.07,12.63
2023,6,5,2,133.9,15.14,3.45,0.09,12.51
2023,6,5,3,133.09,15.05,3.32,0.13,12.45
2023,6,5,4,133.28,15.03,3.32,0.19,12.39
2023,6,5,5,134.9,15.08,3.26,0.21,12.39
2023,6,5,6,138.14,16.98,3.54,0.24,13.24
2023,6,5,7,133.79,18.54,5.48,0.21,13.73
2023,6,5,8,130.57,20.26,5.93,0.21,13.79
2023,6,5,9,128.04,21.94,6.02,0.21,13.79
2023,6,5,10,127.12,23.26,6.08,0.15,13.92
2023,6,5,11,127.47,24.13,6.15,0.11,14.1
2023,6,5,12,128.36,24.76,6.21,0.09,14.1
2023,6,5,13,129.72,25.0,6.12,0.05,14.1
2023,6,5,14,131.97,24.98,6.05,0.04,14.04
2023,6,5,15,134.19,24.45,6.28,0.03,14.04
2023,6,5,16,136.16,23.05,6.54,0.05,14.53
2023,6,5,17,137.31,20.74,7.13,0.16,14.77
2023,6,5,18,136.35,19.98,7.74,0.22,14.71
2023,6,5,19,136.43,19.37,7.73,0.22,14.65
2023,6,5,20,136.71,18.81,7.39,0.13,14.47
2023,6,5,21,137.7,18.26,6.21,0.23,14.34
2023,6,5,22,139.28,17.95,5.84,0.26,14.22
2023,6,5,23,139.13,17.62,6.05,0.25,13.92
2023,6,6,0,139.41,17.09,6.04,0.22,13.49
2023,6,6,1,139.76,16.55,5.59,0.19,13.12
2023,6,6,2,139.41,16.19,5.03,0.2,12.88
2023,6,6,3,138.5,15.69,4.53,0.22,12.57
2023,6,6,4,135.72,15.36,4.41,0.22,12.39
2023,6,6,5,132.92,15.26,4.58,0.23,12.33
2023,6,6,6,131.4,16.87,4.83,0.27,13.12
2023,6,6,7,130.72,18.35,6.29,0.28,13.61
2023,6,6,8,132.35,20.09,6.7,0.24,13.61
2023,6,6,9,133.35,21.77,6.91,0.11,13.49
2023,6,6,10,133.27,22.95,6.94,0.04,13.31
2023,6,6,11,132.8,23.86,6.77,0.0,13.0
2023,6,6,12,133.12,24.47,6.58,0.0,12.57
2023,6,6,13,134.56,24.62,6.47,0.0,12.15
2023,6,6,14,136.14,24.27,6.39,0.0,11.66
2023,6,6,15,137.75,23.49,6.33,0.0,11.35
2023,6,6,16,139.13,21.82,6.05,0.0,11.9
2023,6,6,17,138.14,18.39,5.95,0.0,12.08
2023,6,6,18,133.92,16.98,5.86,0.0,11.6
2023,6,6,19,130.13,16.36,5.47,0.0,11.41
2023,6,6,20,127.49,15.83,5.07,0.0,11.47
2023,6,6,21,127.42,15.36,4.86,0.0,11.78
2023,6,6,22,127.9,14.89,4.78,0.0,12.39
2023,6,6,23,127.6,14.79,4.8,0.05,12.94
2023,6,7,0,127.5,15.28,4.95,0.2,13.06
2023,6,7,1,128.61,15.45,5.51,0.32,13.0
2023,6,7,2,131.41,15.65,6.26,0.35,12.94
2023,6,7,3,133.61,15.75,6.58,0.36,12.82
2023,6,7,4,132.54,15.4,6.18,0.23,12.45
2023,6,7,5,134.18,15.07,5.82,0.12,12.08
2023,6,7,6,138.3,15.58,5.66,0.07,11.96
2023,6,7,7,141.38,16.75,5.82,0.0,11.66
2023,6,7,8,143.24,19.3,6.63,0.0,10.62
2023,6,7,9,143.21,21.23,6.58,0.0,9.64
2023,6,7,10,141.63,22.69,6.22,0.0,9.03
2023,6,7,11,139.51,23.76,5.91,0.0,8.67
2023,6,7,12,138.18,24.44,5.68,0.0,8.48
2023,6,7,13,138.1,24.69,5.51,0.0,8.48
2023,6,7,14,138.59,24.6,5.47,0.0,8.54
2023,6,7,15,139.15,23.8,5.42,0.0,8.97
2023,6,7,16,139.09,21.73,5.26,0.0,11.11
2023,6,7,17,139.0,17.9,5.54,0.0,11.29
2023,6,7,18,140.18,16.65,6.18,0.0,11.05
2023,6,7,19,143.29,16.28,6.67,0.0,11.35
2023,6,7,20,146.44,15.95,6.66,0.0,11.78
2023,6,7,21,150.68,15.23,5.81,0.0,12.15
2023,6,7,22,155.14,14.55,5.04,0.0,12.33
2023,6,7,23,158.18,14.12,4.35,0.0,12.33
2023,6,8,0,159.06,14.19,3.78,0.02,12.27
2023,6,8,1,158.69,14.23,3.35,0.03,12.08
2023,6,8,2,156.65,14.15,3.05,0.05,11.9
2023,6,8,3,153.99,14.13,2.9,0.1,11.78
2023,6,8,4,149.4,14.1,3.33,0.13,11.78
2023,6,8,5,145.96,14.18,3.89,0.15,11.84
2023,6,8,6,148.33,16.3,4.12,0.16,12.7
2023,6,8,7,143.85,18.04,5.31,0.11,13.24
2023,6,8,8,141.23,19.98,5.7,0.04,13.12
2023,6,8,9,137.57,21.87,5.66,0.0,12.63
2023,6,8,10,134.6,23.28,5.59,0.0,12.27
2023,6,8,11,134.36,24.3,5.46,0.0,12.15
2023,6,8,12,135.76,24.9,5.4,0.0,12.15
2023,6,8,13,137.39,25.05,5.42,0.0,12.21
