Date,Temp,Rel_Hum,Abs_Hum
2004-10-08 04:00:00,16.3,47.1,0.864
2004-10-08 04:30:00,16.4,47.5,0.8791
2004-10-08 05:00:00,16.1,50.2,0.9094
2004-10-08 05:30:00,16.0,50.7,0.9142
2004-10-08 06:00:00,15.8,50.3,0.8989
2004-10-08 06:30:00,15.5,50.6,0.884
2004-10-08 07:00:00,15.4,51.4,0.8956
2004-10-08 07:30:00,15.2,53.1,0.9117
2004-10-08 08:00:00,14.7,57.6,0.9573
2004-10-08 08:30:00,14.2,58.3,0.938
2004-10-08 09:00:00,13.8,57.9,0.9085
2004-10-08 09:30:00,13.9,55.9,0.8842
2004-10-08 10:00:00,13.9,55.6,0.8765
2004-10-08 10:30:00,13.8,55.1,0.8666
2004-10-08 11:00:00,13.8,54.6,0.8574
2004-10-08 11:30:00,13.6,55.1,0.856
2004-10-08 12:00:00,13.6,59.0,0.9129
2004-10-08 12:30:00,13.5,58.4,0.896
2004-10-08 13:00:00,13.8,58.0,0.9083
2004-10-08 13:30:00,14.6,53.1,0.8765
2004-10-08 14:00:00,15.0,52.3,0.8881
2004-10-08 14:30:00,15.4,52.1,0.9046
2004-10-08 15:00:00,16.3,50.0,0.9158
2004-10-08 15:30:00,17.1,47.9,0.9281
2004-10-08 16:00:00,19.0,42.9,0.937
2004-10-08 16:30:00,19.5,42.3,0.9476
2004-10-08 17:00:00,19.5,42.3,0.9493
2004-10-08 17:30:00,19.1,43.8,0.9556
2004-10-08 18:00:00,18.5,46.3,0.9744
2004-10-08 18:30:00,17.4,51.6,1.0159
2004-10-08 19:00:00,17.1,51.3,0.9914
2004-10-08 19:30:00,16.4,53.8,0.9964
2004-10-08 20:00:00,16.2,55.4,1.0132
2004-10-08 20:30:00,15.9,57.7,1.0356
2004-10-08 21:00:00,15.7,58.6,1.0396
2004-10-08 21:30:00,15.1,60.9,1.0398
2004-10-08 22:00:00,15.6,56.6,0.9951
2004-10-08 22:30:00,15.2,57.9,0.9941
2004-10-08 23:00:00,15.4,57.8,1.0021
2004-10-08 23:30:00,14.9,60.6,1.0196
2004-10-09 00:00:00,14.5,63.0,1.0316
2004-10-09 00:30:00,14.2,66.2,1.063
2004-10-09 01:00:00,14.5,65.3,1.0704
2004-10-09 01:30:00,15.3,62.1,1.073
2004-10-09 02:00:00,16.3,59.0,1.0868
2004-10-09 02:30:00,18.9,49.6,1.07
2004-10-09 03:00:00,19.4,46.1,1.0249
2004-10-09 03:30:00,20.8,41.6,1.0091
2004-10-09 04:00:00,21.4,40.3,1.0126
2004-10-09 04:30:00,21.2,39.3,0.9791
2004-10-09 05:00:00,20.3,38.0,0.8942
2004-10-09 05:30:00,19.4,41.3,0.9206
2004-10-09 06:00:00,18.5,43.8,0.9252
2004-10-09 06:30:00,17.8,48.1,0.9689
2004-10-09 07:00:00,17.9,46.9,0.952
2004-10-09 07:30:00,17.4,49.1,0.9688
2004-10-09 08:00:00,17.0,51.7,0.9914
2004-10-09 08:30:00,16.4,55.1,1.0198
2004-10-09 09:00:00,16.1,60.0,1.0919
2004-10-09 09:30:00,15.8,60.5,1.0805
2004-10-09 10:00:00,16.3,57.0,1.0491
2004-10-09 10:30:00,16.9,53.9,1.0309
2004-10-09 11:00:00,16.1,55.9,1.0153
2004-10-09 11:30:00,16.5,53.9,1.0049
2004-10-09 12:00:00,16.4,54.0,0.9979
2004-10-09 12:30:00,15.7,57.6,1.0195
2004-10-09 13:00:00,15.8,53.7,0.9571
2004-10-09 13:30:00,17.4,42.1,0.8281
2004-10-09 14:00:00,17.9,38.4,0.7793
2004-10-09 14:30:00,18.5,36.7,0.7764
2004-10-09 15:00:00,21.0,29.6,0.7263
2004-10-09 15:30:00,21.3,28.1,0.7067
2004-10-09 16:00:00,21.3,26.1,0.6539
2004-10-09 16:30:00,21.3,26.8,0.6681
2004-10-09 17:00:00,21.3,24.2,0.606
2004-10-09 17:30:00,20.2,28.5,0.6682
2004-10-09 18:00:00,17.0,43.1,0.8264
2004-10-09 18:30:00,15.6,47.4,0.8347
2004-10-09 19:00:00,15.3,47.4,0.8178
2004-10-09 19:30:00,14.5,49.7,0.8177
2004-10-09 20:00:00,13.9,52.0,0.8231
2004-10-09 20:30:00,14.5,49.4,0.8106
2004-10-09 21:00:00,13.8,51.4,0.8071
2004-10-09 21:30:00,14.0,51.3,0.8163
2004-10-09 22:00:00,13.0,56.8,0.8444
2004-10-09 22:30:00,11.0,70.0,0.9215
2004-10-09 23:00:00,10.1,76.8,0.9483
2004-10-09 23:30:00,8.8,80.5,0.9147
2004-10-10 00:00:00,9.6,75.4,0.9004
2004-10-10 00:30:00,9.8,75.0,0.9093
2004-10-10 01:00:00,10.0,74.2,0.9117
2004-10-10 01:30:00,11.2,69.7,0.9232
2004-10-10 02:00:00,12.0,62.9,0.8803
2004-10-10 02:30:00,12.8,55.8,0.821
2004-10-10 03:00:00,13.1,54.8,0.8234
2004-10-10 03:30:00,13.8,53.4,0.8351
2004-10-10 04:00:00,16.0,42.4,0.7674
2004-10-10 04:30:00,14.1,49.8,0.7971
2004-10-10 05:00:00,12.0,61.1,0.8537
2004-10-10 05:30:00,13.6,54.6,0.8465
2004-10-10 06:00:00,13.7,49.5,0.7695
2004-10-10 06:30:00,11.7,57.1,0.7822
2004-10-10 07:00:00,11.5,58.2,0.7867
2004-10-10 07:30:00,12.6,54.2,0.7881
2004-10-10 08:00:00,12.0,54.9,0.7664
2004-10-10 08:30:00,11.0,61.4,0.8057
2004-10-10 09:00:00,11.1,62.2,0.8199
2004-10-10 09:30:00,10.8,62.5,0.8082
2004-10-10 10:00:00,11.3,60.0,0.8025
2004-10-10 10:30:00,10.6,61.6,0.7856
2004-10-10 11:00:00,10.2,62.7,0.7813
2004-10-10 11:30:00,10.9,58.6,0.7628
2004-10-10 12:00:00,10.8,57.2,0.7382
2004-10-10 12:30:00,10.4,59.2,0.7455
2004-10-10 13:00:00,11.0,57.3,0.7501
2004-10-10 13:30:00,11.2,56.9,0.7565
2004-10-10 14:00:00,12.1,54.9,0.7734
2004-10-10 14:30:00,15.1,44.3,0.7535
2004-10-10 15:00:00,15.6,40.6,0.7146
2004-10-10 15:30:00,16.9,34.6,0.6597
2004-10-10 16:00:00,16.6,35.6,0.6697
2004-10-10 16:30:00,11.3,63.9,0.8554
2004-10-10 17:00:00,9.6,81.1,0.972
2004-10-10 17:30:00,11.7,69.1,0.9497
2004-10-10 18:00:00,10.7,68.5,0.8794
2004-10-10 18:30:00,10.7,67.3,0.8643
2004-10-10 19:00:00,10.8,65.7,0.8486
2004-10-10 19:30:00,10.3,66.3,0.8336
2004-10-10 20:00:00,10.1,66.9,0.8248
2004-10-10 20:30:00,10.4,61.1,0.7717
2004-10-10 21:00:00,10.3,59.9,0.7516
2004-10-10 21:30:00,11.0,58.4,0.7686
2004-10-10 22:00:00,9.1,68.1,0.789
2004-10-10 22:30:00,9.5,68.2,0.8091
2004-10-10 23:00:00,9.3,72.3,0.8496
2004-10-10 23:30:00,9.9,66.8,0.8152
2004-10-11 00:00:00,7.6,83.2,0.8695
2004-10-11 00:30:00,8.1,79.0,0.8544
2004-10-11 01:00:00,8.7,74.6,0.8429
2004-10-11 01:30:00,8.6,75.1,0.8415
2004-10-11 02:00:00,9.7,69.7,0.8389
2004-10-11 02:30:00,11.0,64.4,0.8447
2004-10-11 03:00:00,13.6,53.0,0.8209
2004-10-11 03:30:00,14.2,48.4,0.778
2004-10-11 04:00:00,14.2,46.3,0.7438
2004-10-11 04:30:00,16.0,41.3,0.7462
2004-10-11 05:00:00,17.7,35.4,0.7094
2004-10-11 05:30:00,17.1,37.4,0.7225
2004-10-11 06:00:00,14.9,40.5,0.6835
2004-10-11 06:30:00,13.4,47.8,0.7293
2004-10-11 07:00:00,12.6,52.5,0.7642
2004-10-11 07:30:00,12.2,53.2,0.7555
2004-10-11 08:00:00,10.6,56.1,0.714
2004-10-11 08:30:00,9.9,59.5,0.7276
2004-10-11 09:00:00,9.6,61.1,0.7323
2004-10-11 09:30:00,9.7,61.6,0.7425
2004-10-11 10:00:00,9.4,62.6,0.7398
2004-10-11 10:30:00,8.2,68.5,0.7455
2004-10-11 11:00:00,8.0,69.4,0.7459
2004-10-11 11:30:00,7.7,72.4,0.7655
2004-10-11 12:00:00,8.0,71.8,0.7711
2004-10-11 12:30:00,8.5,66.3,0.7375
2004-10-11 13:00:00,9.8,59.6,0.7214
2004-10-11 13:30:00,11.2,57.0,0.7544
2004-10-11 14:00:00,14.8,44.1,0.7407
2004-10-11 14:30:00,16.8,35.3,0.6729
2004-10-11 15:00:00,19.2,27.1,0.5976
2004-10-11 15:30:00,19.1,26.2,0.5741
2004-10-11 16:00:00,16.3,30.8,0.5683
2004-10-11 16:30:00,14.2,36.8,0.5922
2004-10-11 17:00:00,13.4,41.0,0.6292
2004-10-11 17:30:00,14.2,43.3,0.6982
2004-10-11 18:00:00,12.1,45.6,0.6403
2004-10-11 18:30:00,10.4,48.0,0.6046
2004-10-11 19:00:00,10.0,51.1,0.628
2004-10-11 19:30:00,9.8,50.8,0.6172
2004-10-11 20:00:00,9.7,50.4,0.6063
2004-10-11 20:30:00,9.9,50.2,0.6103
2004-10-11 21:00:00,9.4,53.4,0.63
2004-10-11 21:30:00,8.6,57.8,0.6488
2004-10-11 22:00:00,8.1,62.1,0.6746
2004-10-11 22:30:00,7.9,63.5,0.6777
2004-10-11 23:00:00,7.4,64.8,0.6683
2004-10-11 23:30:00,8.2,58.9,0.6444
2004-10-12 00:00:00,6.3,66.6,0.641
2004-10-12 00:30:00,7.2,62.9,0.6396
2004-10-12 01:00:00,7.2,63.9,0.65
2004-10-12 01:30:00,11.1,50.5,0.6654
2004-10-12 02:00:00,15.5,36.1,0.6313
2004-10-12 02:30:00,17.8,29.2,0.592
2004-10-12 03:00:00,17.6,30.1,0.6013
2004-10-12 03:30:00,19.1,26.8,0.5861
2004-10-12 04:00:00,17.7,28.6,0.5735
2004-10-12 04:30:00,17.8,28.4,0.5737
2004-10-12 05:00:00,18.7,26.0,0.5555
2004-10-12 05:30:00,17.1,31.3,0.6038
2004-10-12 06:00:00,15.8,36.1,0.644
2004-10-12 06:30:00,14.7,40.1,0.6657
2004-10-12 07:00:00,13.6,44.9,0.6991
2004-10-12 07:30:00,12.5,48.1,0.6946
2004-10-12 08:00:00,11.8,50.8,0.7042
2004-10-12 08:30:00,10.9,56.1,0.7326
2004-10-12 09:00:00,10.9,55.9,0.7277
2004-10-12 09:30:00,10.3,58.1,0.7278
2004-10-12 10:00:00,9.3,62.2,0.7294
2004-10-12 10:30:00,8.2,66.7,0.7276
2004-10-12 11:00:00,8.3,64.9,0.7124
2004-10-12 11:30:00,9.6,58.5,0.7
2004-10-12 12:00:00,7.7,66.4,0.699
2004-10-12 12:30:00,7.4,68.0,0.7043
2004-10-12 13:00:00,9.7,58.6,0.7035
2004-10-12 13:30:00,12.5,50.1,0.7242
2004-10-12 14:00:00,16.8,36.9,0.7018
2004-10-12 14:30:00,19.2,31.3,0.6887
2004-10-12 15:00:00,21.3,26.4,0.6607
2004-10-12 15:30:00,21.2,23.1,0.5768
2004-10-12 16:00:00,18.6,25.0,0.5319
2004-10-12 16:30:00,18.0,27.3,0.5594
2004-10-12 17:00:00,18.2,28.3,0.5848
2004-10-12 17:30:00,17.0,31.4,0.6048
2004-10-12 18:00:00,15.6,35.0,0.617
2004-10-12 18:30:00,14.1,40.2,0.6438
2004-10-12 19:00:00,13.4,43.2,0.6623
2004-10-12 19:30:00,12.3,46.8,0.6686
2004-10-12 20:00:00,11.9,46.5,0.6449
2004-10-12 20:30:00,11.5,46.6,0.6319
2004-10-12 21:00:00,10.6,48.0,0.6135
2004-10-12 21:30:00,10.7,45.8,0.5895
2004-10-12 22:00:00,10.4,46.6,0.5901
2004-10-12 22:30:00,10.1,47.8,0.5913
2004-10-12 23:00:00,11.3,46.9,0.628
2004-10-12 23:30:00,10.1,51.2,0.6341
2004-10-13 00:00:00,9.9,50.7,0.6167
2004-10-13 00:30:00,8.1,56.8,0.615
2004-10-13 01:00:00,10.9,44.1,0.5748
2004-10-13 01:30:00,11.8,37.6,0.5184
2004-10-13 02:00:00,13.9,33.2,0.5222
2004-10-13 02:30:00,15.6,30.1,0.5285
2004-10-13 03:00:00,16.5,29.0,0.5406
2004-10-13 03:30:00,17.5,27.9,0.5517
2004-10-13 04:00:00,17.9,26.8,0.5446
2004-10-13 04:30:00,18.2,26.1,0.5387
2004-10-13 05:00:00,18.0,27.1,0.5522
2004-10-13 05:30:00,17.0,28.9,0.5558
2004-10-13 06:00:00,16.1,31.3,0.568
2004-10-13 06:30:00,14.5,35.4,0.5839
2004-10-13 07:00:00,13.2,37.9,0.5733
2004-10-13 07:30:00,13.1,34.4,0.517
2004-10-13 08:00:00,13.5,28.5,0.4405
2004-10-13 08:30:00,12.4,31.9,0.4583
2004-10-13 09:00:00,13.1,26.8,0.4023
2004-10-13 09:30:00,11.6,33.6,0.4595
2004-10-13 10:00:00,10.5,42.9,0.5442
2004-10-13 10:30:00,11.7,38.7,0.5298
2004-10-13 11:00:00,12.2,37.2,0.5277
2004-10-13 11:30:00,12.9,33.9,0.5037
2004-10-13 12:00:00,11.3,40.3,0.5376
2004-10-13 12:30:00,11.9,38.4,0.5341
2004-10-13 13:00:00,13.3,35.6,0.5416
2004-10-13 13:30:00,16.3,28.8,0.5305
2004-10-13 14:00:00,17.9,28.2,0.5741
2004-10-13 14:30:00,18.3,26.6,0.5529
2004-10-13 15:00:00,20.8,22.5,0.5463
2004-10-13 15:30:00,22.4,20.0,0.5352
2004-10-13 16:00:00,20.9,21.7,0.5295
2004-10-13 16:30:00,19.1,26.5,0.579
2004-10-13 17:00:00,18.1,30.6,0.6295
2004-10-13 17:30:00,17.3,34.7,0.6788
2004-10-13 18:00:00,15.8,40.4,0.7228
2004-10-13 18:30:00,15.9,42.0,0.7541
2004-10-13 19:00:00,15.9,43.5,0.779
2004-10-13 19:30:00,15.0,46.1,0.7833
2004-10-13 20:00:00,15.1,44.6,0.7574
2004-10-13 20:30:00,14.9,43.5,0.7302
2004-10-13 21:00:00,14.8,41.0,0.685
2004-10-13 21:30:00,14.8,40.8,0.6814
2004-10-13 22:00:00,14.8,40.8,0.6834
2004-10-13 22:30:00,14.2,36.1,0.5823
2004-10-13 23:00:00,14.5,36.1,0.5928
2004-10-13 23:30:00,14.6,36.0,0.5947
2004-10-14 00:00:00,14.4,38.5,0.6291
2004-10-14 00:30:00,13.8,58.2,0.9129
2004-10-14 01:00:00,13.2,61.1,0.9256
2004-10-14 01:30:00,10.4,74.4,0.9384
2004-10-14 02:00:00,11.5,71.0,0.9582
2004-10-14 02:30:00,12.2,70.0,0.9924
2004-10-14 03:00:00,12.3,73.3,1.0442
2004-10-14 03:30:00,11.3,78.1,1.0411
2004-10-14 04:00:00,13.6,69.2,1.0746
2004-10-14 04:30:00,14.9,59.3,0.9974
2004-10-14 05:00:00,15.7,50.9,0.8997
2004-10-14 05:30:00,15.2,52.9,0.9087
2004-10-14 06:00:00,15.5,50.8,0.8881
2004-10-14 06:30:00,14.3,52.9,0.8581
2004-10-14 07:00:00,13.2,56.0,0.8446
2004-10-14 07:30:00,12.6,57.0,0.8315
2004-10-14 08:00:00,12.3,57.8,0.8224
2004-10-14 08:30:00,12.0,58.4,0.8164
2004-10-14 09:00:00,12.0,61.6,0.8593
2004-10-14 09:30:00,11.5,63.9,0.8652
2004-10-14 10:00:00,10.7,67.2,0.863
2004-10-14 10:30:00,9.0,73.1,0.8394
2004-10-14 11:00:00,10.2,66.6,0.8299
2004-10-14 11:30:00,11.0,63.7,0.8325
2004-10-14 12:00:00,9.6,68.8,0.8243
2004-10-14 12:30:00,9.5,69.6,0.8273
2004-10-14 13:00:00,11.9,60.9,0.8455
2004-10-14 13:30:00,16.2,48.6,0.8892
2004-10-14 14:00:00,19.2,39.6,0.8693
2004-10-14 14:30:00,19.7,38.4,0.8743
2004-10-14 15:00:00,20.6,36.7,0.8797
2004-10-14 15:30:00,21.8,33.9,0.8771
2004-10-14 16:00:00,-200.0,-200.0,-200.0
2004-10-14 16:30:00,-200.0,-200.0,-200.0
2004-10-14 17:00:00,-200.0,-200.0,-200.0
2004-10-14 17:30:00,23.6,27.5,0.7913
2004-10-14 18:00:00,22.8,32.1,0.8814
2004-10-14 18:30:00,20.8,36.7,0.8878
2004-10-14 19:00:00,18.3,40.9,0.8493
2004-10-14 19:30:00,16.8,44.0,0.8341
2004-10-14 20:00:00,15.8,48.0,0.8569
2004-10-14 20:30:00,14.9,52.0,0.8757
2004-10-14 21:00:00,14.1,54.4,0.8701
2004-10-14 21:30:00,13.3,58.8,0.8922
2004-10-14 22:00:00,13.3,60.9,0.9229
2004-10-14 22:30:00,11.8,64.3,0.8869
