-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2014 through 02/26/2014 
Location: Latitude  -37.8639   Longitude 145.154 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 58.74 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M
2014,1,8,13,3.3,167.28
2014,1,8,14,4.71,169.29
2014,1,8,15,6.04,168.66
2014,1,8,16,7.31,166.66
2014,1,8,17,8.69,164.19
2014,1,8,18,9.5,159.2
2014,1,8,19,9.0,152.14
2014,1,8,20,7.97,142.69
2014,1,8,21,8.04,129.44
2014,1,8,22,8.33,118.2
2014,1,8,23,7.54,114.95
2014,1,9,0,6.91,110.59
2014,1,9,1,5.96,111.12
2014,1,9,2,5.27,114.13
2014,1,9,3,4.63,117.0
2014,1,9,4,4.03,116.22
2014,1,9,5,3.39,105.51
2014,1,9,6,2.47,88.37
2014,1,9,7,2.38,52.75
2014,1,9,8,2.94,16.51
2014,1,9,9,2.84,359.21
2014,1,9,10,2.5,350.48
2014,1,9,11,1.77,351.37
2014,1,9,12,1.01,6.24
2014,1,9,13,0.49,52.77
2014,1,9,14,0.65,121.79
2014,1,9,15,1.24,144.21
2014,1,9,16,1.97,146.5
2014,1,9,17,2.79,146.53
2014,1,9,18,3.81,149.28
2014,1,9,19,4.29,138.25
2014,1,9,20,4.41,109.97
2014,1,9,21,5.11,79.07
2014,1,9,22,5.62,53.88
2014,1,9,23,5.92,32.56
2014,1,10,0,6.64,18.31
2014,1,10,1,7.34,7.28
2014,1,10,2,7.75,0.92
2014,1,10,3,7.66,357.31
2014,1,10,4,7.62,356.89
2014,1,10,5,7.5,358.63
2014,1,10,6,6.76,357.61
2014,1,10,7,7.84,351.17
2014,1,10,8,8.35,348.45
2014,1,10,9,7.62,350.08
2014,1,10,10,6.53,351.89
2014,1,10,11,5.49,351.57
2014,1,10,12,4.52,347.82
2014,1,10,13,3.83,341.82
2014,1,10,14,3.42,337.59
2014,1,10,15,3.07,332.78
2014,1,10,16,2.78,326.13
2014,1,10,17,2.54,320.38
2014,1,10,18,2.09,321.21
2014,1,10,19,2.19,338.65
2014,1,10,20,3.15,346.07
2014,1,10,21,3.68,327.12
2014,1,10,22,4.92,269.18
2014,1,10,23,6.45,241.63
2014,1,11,0,6.2,229.45
2014,1,11,1,5.27,221.94
2014,1,11,2,4.73,219.16
2014,1,11,3,4.5,215.54
2014,1,11,4,4.15,210.91
2014,1,11,5,4.2,206.18
2014,1,11,6,4.37,205.42
2014,1,11,7,4.27,204.97
2014,1,11,8,3.94,204.23
2014,1,11,9,3.73,208.12
2014,1,11,10,3.62,211.05
2014,1,11,11,3.57,211.5
2014,1,11,12,3.91,209.43
2014,1,11,13,4.38,207.62
2014,1,11,14,4.95,204.22
2014,1,11,15,5.43,200.21
2014,1,11,16,5.76,196.71
2014,1,11,17,5.94,192.92
2014,1,11,18,5.94,189.15
2014,1,11,19,5.78,186.84
2014,1,11,20,5.49,185.88
2014,1,11,21,5.04,186.85
2014,1,11,22,4.58,189.22
2014,1,11,23,4.23,192.26
2014,1,12,0,3.91,197.2
2014,1,12,1,4.04,201.7
2014,1,12,2,4.56,202.35
2014,1,12,3,5.19,201.82
2014,1,12,4,5.49,199.96
2014,1,12,5,5.37,198.49
2014,1,12,6,5.01,195.29
2014,1,12,7,4.84,191.82
2014,1,12,8,4.95,189.91
2014,1,12,9,5.1,188.9
2014,1,12,10,5.12,187.64
2014,1,12,11,5.22,186.61
2014,1,12,12,5.63,186.77
2014,1,12,13,6.23,186.41
2014,1,12,14,6.68,184.36
2014,1,12,15,6.83,181.38
2014,1,12,16,6.67,177.99
2014,1,12,17,6.27,174.57
2014,1,12,18,5.76,172.6
2014,1,12,19,5.33,174.53
2014,1,12,20,5.14,174.07
2014,1,12,21,4.91,169.64
2014,1,12,22,4.77,162.75
2014,1,12,23,4.73,157.25
2014,1,13,0,4.64,153.61
2014,1,13,1,4.4,148.79
2014,1,13,2,4.02,145.14
2014,1,13,3,3.63,145.18
2014,1,13,4,3.19,146.39
2014,1,13,5,2.64,147.44
2014,1,13,6,1.78,150.29
2014,1,13,7,0.85,149.22
2014,1,13,8,0.25,88.21
2014,1,13,9,0.74,2.41
2014,1,13,10,1.1,348.93
2014,1,13,11,0.72,332.88
2014,1,13,12,0.25,260.84
2014,1,13,13,0.9,181.49
2014,1,13,14,2.02,170.43
2014,1,13,15,3.12,164.88
2014,1,13,16,3.95,161.31
2014,1,13,17,4.6,159.19
2014,1,13,18,5.53,161.97
2014,1,13,19,6.18,161.66
2014,1,13,20,5.74,152.01
2014,1,13,21,4.38,133.63
2014,1,13,22,3.1,105.51
2014,1,13,23,2.36,68.02
2014,1,14,0,2.44,35.37
2014,1,14,1,3.05,18.2
2014,1,14,2,3.91,14.7
2014,1,14,3,4.72,17.33
2014,1,14,4,5.77,22.36
2014,1,14,5,7.04,24.58
2014,1,14,6,7.48,21.56
2014,1,14,7,8.13,11.7
2014,1,14,8,9.95,359.1
2014,1,14,9,11.62,348.56
2014,1,14,10,11.75,342.16
2014,1,14,11,10.87,339.02
2014,1,14,12,9.73,337.08
2014,1,14,13,8.4,335.51
2014,1,14,14,7.1,334.45
2014,1,14,15,5.94,333.03
2014,1,14,16,4.76,329.6
2014,1,14,17,3.16,317.91
2014,1,14,18,1.33,282.24
2014,1,14,19,0.79,265.47
2014,1,14,20,0.94,295.5
2014,1,14,21,2.05,306.78
2014,1,14,22,3.04,306.63
2014,1,14,23,4.19,316.74
2014,1,15,0,5.43,323.48
2014,1,15,1,5.98,331.8
2014,1,15,2,6.11,342.82
2014,1,15,3,6.67,355.03
2014,1,15,4,7.22,356.78
2014,1,15,5,6.25,326.89
2014,1,15,6,6.75,282.09
2014,1,15,7,5.65,278.75
2014,1,15,8,4.12,283.14
2014,1,15,9,1.81,320.42
2014,1,15,10,3.34,7.79
2014,1,15,11,4.39,354.9
2014,1,15,12,4.23,324.4
2014,1,15,13,3.79,279.85
2014,1,15,14,4.46,234.28
2014,1,15,15,5.64,203.51
2014,1,15,16,6.41,184.89
2014,1,15,17,6.98,172.54
2014,1,15,18,6.75,171.07
2014,1,15,19,5.79,181.24
2014,1,15,20,4.57,179.31
2014,1,15,21,2.92,143.5
2014,1,15,22,2.7,98.97
2014,1,15,23,2.89,86.91
2014,1,16,0,3.15,84.6
2014,1,16,1,3.62,83.56
2014,1,16,2,3.78,75.5
2014,1,16,3,3.39,56.09
2014,1,16,4,3.22,27.62
2014,1,16,5,3.85,9.46
2014,1,16,6,4.73,7.3
2014,1,16,7,4.7,10.43
2014,1,16,8,3.66,1.84
2014,1,16,9,3.36,337.19
2014,1,16,10,3.08,316.95
2014,1,16,11,2.32,293.88
2014,1,16,12,1.75,254.48
2014,1,16,13,2.06,207.05
2014,1,16,14,3.16,176.32
2014,1,16,15,4.69,161.26
2014,1,16,16,6.07,151.65
2014,1,16,17,7.02,143.6
2014,1,16,18,7.19,138.66
2014,1,16,19,7.18,135.53
2014,1,16,20,7.12,128.77
2014,1,16,21,6.62,119.02
2014,1,16,22,5.72,109.23
2014,1,16,23,4.6,98.39
2014,1,17,0,3.47,83.02
2014,1,17,1,3.34,57.8
2014,1,17,2,4.15,33.48
2014,1,17,3,5.46,20.07
2014,1,17,4,7.18,15.65
2014,1,17,5,8.6,13.34
2014,1,17,6,8.62,12.89
2014,1,17,7,8.85,9.6
2014,1,17,8,9.78,1.92
2014,1,17,9,9.63,354.83
2014,1,17,10,9.04,347.07
2014,1,17,11,8.56,343.12
2014,1,17,12,8.2,341.44
2014,1,17,13,7.72,338.81
2014,1,17,14,7.28,334.86
2014,1,17,15,6.52,326.94
2014,1,17,16,4.47,293.07
2014,1,17,17,5.98,220.02
2014,1,17,18,9.44,193.6
2014,1,17,19,9.02,180.0
2014,1,17,20,6.7,175.65
2014,1,17,21,5.52,190.61
2014,1,17,22,6.63,207.59
2014,1,17,23,7.4,207.05
2014,1,18,0,7.99,201.04
2014,1,18,1,8.37,198.05
2014,1,18,2,6.91,192.01
2014,1,18,3,5.06,183.28
2014,1,18,4,4.14,180.97
2014,1,18,5,3.57,183.01
2014,1,18,6,2.99,168.54
2014,1,18,7,3.14,155.6
2014,1,18,8,3.87,175.6
2014,1,18,9,5.04,187.67
2014,1,18,10,5.51,190.86
2014,1,18,11,5.95,195.29
2014,1,18,12,6.25,197.6
2014,1,18,13,6.3,194.79
2014,1,18,14,6.47,191.55
2014,1,18,15,6.75,189.53
2014,1,18,16,7.1,188.42
2014,1,18,17,7.34,187.22
2014,1,18,18,7.31,184.11
2014,1,18,19,7.17,181.56
2014,1,18,20,7.2,181.18
2014,1,18,21,7.34,180.61
2014,1,18,22,7.49,180.3
2014,1,18,23,7.44,179.94
2014,1,19,0,7.38,180.06
2014,1,19,1,7.17,180.06
2014,1,19,2,6.95,180.06
2014,1,19,3,6.83,180.2
2014,1,19,4,6.77,180.2
2014,1,19,5,6.81,180.07
2014,1,19,6,6.8,179.47
2014,1,19,7,6.78,179.8
2014,1,19,8,6.88,181.76
2014,1,19,9,7.01,184.34
2014,1,19,10,7.09,186.96
2014,1,19,11,7.17,189.53
2014,1,19,12,7.35,191.91
2014,1,19,13,7.61,192.45
2014,1,19,14,7.88,191.09
2014,1,19,15,8.14,188.06
2014,1,19,16,8.32,183.87
2014,1,19,17,8.44,179.73
2014,1,19,18,8.33,176.4
2014,1,19,19,7.97,176.91
2014,1,19,20,7.8,176.61
2014,1,19,21,7.48,171.41
2014,1,19,22,7.07,166.06
2014,1,19,23,6.77,161.42
2014,1,20,0,6.54,158.34
2014,1,20,1,6.58,156.27
2014,1,20,2,6.66,155.84
2014,1,20,3,6.69,156.52
2014,1,20,4,6.94,155.31
2014,1,20,5,6.65,155.06
2014,1,20,6,6.57,152.67
2014,1,20,7,6.55,148.91
2014,1,20,8,6.21,151.37
2014,1,20,9,6.1,158.99
2014,1,20,10,6.25,167.01
2014,1,20,11,6.62,173.7
2014,1,20,12,7.09,178.93
2014,1,20,13,7.71,183.14
2014,1,20,14,8.28,185.41
2014,1,20,15,8.62,185.46
2014,1,20,16,8.8,184.48
2014,1,20,17,8.83,182.54
2014,1,20,18,8.69,180.46
2014,1,20,19,8.3,179.51
2014,1,20,20,7.86,178.29
2014,1,20,21,7.43,176.99
2014,1,20,22,7.06,176.0
2014,1,20,23,6.8,176.58
2014,1,21,0,6.63,177.57
2014,1,21,1,6.5,177.86
2014,1,21,2,6.26,178.43
2014,1,21,3,6.14,180.44
2014,1,21,4,6.21,183.68
2014,1,21,5,6.17,186.32
2014,1,21,6,6.16,187.59
2014,1,21,7,6.05,188.91
2014,1,21,8,6.04,191.95
2014,1,21,9,6.27,195.47
2014,1,21,10,6.4,198.59
2014,1,21,11,6.71,201.24
2014,1,21,12,7.37,201.12
2014,1,21,13,7.68,198.51
2014,1,21,14,7.7,196.26
2014,1,21,15,7.69,195.08
2014,1,21,16,7.59,194.91
2014,1,21,17,7.66,194.42
2014,1,21,18,7.7,193.5
2014,1,21,19,7.65,193.23
2014,1,21,20,7.47,193.56
2014,1,21,21,7.26,195.41
2014,1,21,22,7.06,196.27
2014,1,21,23,6.75,194.34
2014,1,22,0,6.53,190.61
2014,1,22,1,6.58,186.48
2014,1,22,2,6.83,181.05
2014,1,22,3,7.25,174.93
2014,1,22,4,7.43,169.77
2014,1,22,5,7.15,164.08
2014,1,22,6,6.91,160.03
2014,1,22,7,6.59,156.81
2014,1,22,8,6.17,155.84
2014,1,22,9,5.81,158.23
2014,1,22,10,5.65,162.94
2014,1,22,11,5.81,167.65
2014,1,22,12,6.23,171.86
2014,1,22,13,6.68,174.7
2014,1,22,14,6.92,175.92
2014,1,22,15,6.98,175.7
2014,1,22,16,6.97,174.99
2014,1,22,17,7.02,174.06
2014,1,22,18,7.1,173.81
2014,1,22,19,7.01,174.37
2014,1,22,20,6.99,172.17
2014,1,22,21,6.7,167.75
2014,1,22,22,6.31,161.97
2014,1,22,23,6.05,155.42
2014,1,23,0,5.86,149.13
2014,1,23,1,5.74,146.09
2014,1,23,2,5.49,148.91
2014,1,23,3,5.25,152.9
2014,1,23,4,4.98,145.94
2014,1,23,5,4.65,129.47
2014,1,23,6,3.86,114.13
2014,1,23,7,2.81,101.56
2014,1,23,8,1.79,54.23
2014,1,23,9,2.36,1.71
2014,1,23,10,2.65,338.57
2014,1,23,11,2.53,317.63
2014,1,23,12,2.32,297.0
2014,1,23,13,1.5,264.62
2014,1,23,14,1.36,204.8
2014,1,23,15,2.08,172.87
2014,1,23,16,3.02,158.8
2014,1,23,17,3.76,154.77
2014,1,23,18,4.81,161.12
2014,1,23,19,5.09,165.79
2014,1,23,20,3.75,168.57
2014,1,23,21,1.99,173.91
2014,1,23,22,1.11,228.7
2014,1,23,23,3.28,258.61
2014,1,24,0,5.3,248.28
2014,1,24,1,6.16,235.48
2014,1,24,2,6.22,232.4
2014,1,24,3,6.24,236.55
2014,1,24,4,5.91,234.31
2014,1,24,5,5.14,224.63
2014,1,24,6,4.69,219.52
2014,1,24,7,5.09,211.84
2014,1,24,8,6.15,203.9
2014,1,24,9,6.75,207.22
2014,1,24,10,5.95,194.44
2014,1,24,11,3.43,188.26
2014,1,24,12,1.89,229.01
2014,1,24,13,3.77,233.84
2014,1,24,14,5.62,219.75
2014,1,24,15,7.63,207.3
2014,1,24,16,10.03,201.95
2014,1,24,17,10.07,201.63
2014,1,24,18,8.74,203.95
2014,1,24,19,7.82,204.95
2014,1,24,20,8.25,207.27
2014,1,24,21,8.98,209.96
2014,1,24,22,9.54,210.18
2014,1,24,23,9.54,209.27
2014,1,25,0,9.18,208.53
2014,1,25,1,9.12,208.45
2014,1,25,2,9.28,207.75
2014,1,25,3,9.38,206.18
2014,1,25,4,9.31,203.64
2014,1,25,5,9.04,201.51
2014,1,25,6,8.64,199.16
2014,1,25,7,8.85,194.83
2014,1,25,8,8.45,191.47
2014,1,25,9,8.3,189.91
2014,1,25,10,8.22,189.24
2014,1,25,11,7.97,189.31
2014,1,25,12,7.89,189.98
2014,1,25,13,7.65,190.47
2014,1,25,14,7.5,189.72
2014,1,25,15,7.13,188.51
2014,1,25,16,6.87,187.18
2014,1,25,17,6.47,184.29
2014,1,25,18,6.06,181.26
2014,1,25,19,5.98,177.6
2014,1,25,20,5.89,173.22
2014,1,25,21,5.54,168.37
2014,1,25,22,5.4,166.29
2014,1,25,23,5.47,164.34
2014,1,26,0,5.22,159.23
2014,1,26,1,4.86,151.09
2014,1,26,2,4.58,143.74
2014,1,26,3,4.39,139.4
2014,1,26,4,4.21,134.25
2014,1,26,5,3.93,125.62
2014,1,26,6,4.06,115.28
2014,1,26,7,3.7,108.36
2014,1,26,8,2.94,104.92
2014,1,26,9,2.41,106.79
2014,1,26,10,1.96,110.74
2014,1,26,11,1.52,115.64
2014,1,26,12,1.09,126.54
2014,1,26,13,1.02,149.71
2014,1,26,14,1.35,168.62
2014,1,26,15,1.86,172.52
2014,1,26,16,2.41,170.48
2014,1,26,17,3.16,169.47
2014,1,26,18,4.51,169.92
2014,1,26,19,5.5,165.53
2014,1,26,20,5.13,156.29
2014,1,26,21,3.83,141.63
2014,1,26,22,2.35,113.15
2014,1,26,23,2.17,56.02
2014,1,27,0,3.6,25.01
2014,1,27,1,5.33,12.88
2014,1,27,2,6.21,7.08
2014,1,27,3,6.44,4.17
2014,1,27,4,6.84,2.88
2014,1,27,5,7.37,2.86
2014,1,27,6,7.47,5.64
2014,1,27,7,8.96,2.5
2014,1,27,8,10.24,352.9
2014,1,27,9,9.95,342.08
2014,1,27,10,8.84,335.79
2014,1,27,11,7.47,333.35
2014,1,27,12,6.13,333.66
2014,1,27,13,5.08,337.46
2014,1,27,14,4.47,344.16
2014,1,27,15,4.2,351.76
2014,1,27,16,4.23,359.15
2014,1,27,17,4.5,7.58
2014,1,27,18,4.85,20.24
2014,1,27,19,6.44,27.93
2014,1,27,20,7.95,27.62
2014,1,27,21,8.44,24.86
2014,1,27,22,8.15,24.58
2014,1,27,23,7.98,24.91
2014,1,28,0,8.03,22.95
2014,1,28,1,8.36,19.48
2014,1,28,2,8.85,15.25
2014,1,28,3,9.14,12.79
2014,1,28,4,9.41,12.51
2014,1,28,5,9.76,11.92
2014,1,28,6,9.26,10.5
2014,1,28,7,9.73,7.24
2014,1,28,8,12.92,358.09
2014,1,28,9,14.02,353.35
2014,1,28,10,13.87,348.89
2014,1,28,11,13.53,345.69
2014,1,28,12,13.05,342.22
2014,1,28,13,12.33,337.74
2014,1,28,14,11.74,332.33
2014,1,28,15,11.39,326.33
2014,1,28,16,11.11,320.42
2014,1,28,17,9.84,313.71
2014,1,28,18,6.38,283.24
2014,1,28,19,6.17,225.56
2014,1,28,20,8.81,199.53
2014,1,28,21,8.53,190.66
2014,1,28,22,7.39,186.92
2014,1,28,23,6.1,189.74
2014,1,29,0,5.64,195.5
2014,1,29,1,5.96,199.05
2014,1,29,2,6.56,197.55
2014,1,29,3,6.98,194.78
2014,1,29,4,7.18,194.05
2014,1,29,5,7.04,189.2
2014,1,29,6,6.76,184.24
2014,1,29,7,6.3,178.51
2014,1,29,8,5.88,176.96
2014,1,29,9,5.69,178.66
2014,1,29,10,5.79,181.47
2014,1,29,11,5.95,183.08
2014,1,29,12,6.13,183.07
2014,1,29,13,6.3,182.63
2014,1,29,14,6.39,182.03
2014,1,29,15,6.41,181.75
2014,1,29,16,6.44,180.83
2014,1,29,17,6.48,178.69
2014,1,29,18,6.53,175.89
2014,1,29,19,6.47,175.15
2014,1,29,20,6.49,173.92
2014,1,29,21,6.05,170.85
2014,1,29,22,5.67,168.95
2014,1,29,23,5.54,166.81
2014,1,30,0,5.48,163.79
2014,1,30,1,5.29,158.97
2014,1,30,2,4.98,154.12
2014,1,30,3,4.46,150.43
2014,1,30,4,3.68,148.47
2014,1,30,5,2.65,143.64
2014,1,30,6,1.4,136.13
2014,1,30,7,0.21,265.76
2014,1,30,8,1.31,304.54
2014,1,30,9,1.93,305.3
2014,1,30,10,2.3,296.39
2014,1,30,11,2.82,280.87
2014,1,30,12,3.14,265.0
2014,1,30,13,3.06,241.14
2014,1,30,14,3.44,214.63
2014,1,30,15,4.27,195.71
2014,1,30,16,5.28,183.39
2014,1,30,17,6.14,176.28
2014,1,30,18,6.35,170.79
2014,1,30,19,5.68,171.15
2014,1,30,20,5.2,178.36
2014,1,30,21,5.02,188.51
2014,1,30,22,5.05,201.13
2014,1,30,23,5.24,206.64
2014,1,31,0,5.27,205.73
2014,1,31,1,4.96,204.38
2014,1,31,2,4.64,195.63
2014,1,31,3,4.52,183.37
2014,1,31,4,4.69,171.67
2014,1,31,5,4.75,163.08
2014,1,31,6,4.51,148.46
2014,1,31,7,4.39,139.33
2014,1,31,8,4.25,142.48
2014,1,31,9,4.22,152.44
2014,1,31,10,4.41,163.33
2014,1,31,11,4.72,172.0
2014,1,31,12,4.91,179.18
2014,1,31,13,5.29,183.98
2014,1,31,14,5.87,185.04
2014,1,31,15,6.31,183.12
2014,1,31,16,6.55,180.96
2014,1,31,17,6.56,179.39
2014,1,31,18,6.44,179.1
2014,1,31,19,6.19,181.23
2014,1,31,20,5.91,180.83
2014,1,31,21,5.49,178.78
2014,1,31,22,4.98,177.12
2014,1,31,23,4.71,172.95
2014,2,1,0,4.55,164.05
2014,2,1,1,4.45,157.94
2014,2,1,2,4.2,150.1
2014,2,1,3,3.67,145.77
2014,2,1,4,2.91,142.98
2014,2,1,5,2.0,139.59
2014,2,1,6,0.9,118.57
2014,2,1,7,0.63,40.45
2014,2,1,8,1.08,348.28
2014,2,1,9,1.69,317.62
2014,2,1,10,2.37,295.8
2014,2,1,11,3.1,272.75
2014,2,1,12,3.83,245.94
2014,2,1,13,4.82,223.03
2014,2,1,14,5.65,207.84
2014,2,1,15,5.92,197.6
2014,2,1,16,5.62,190.42
2014,2,1,17,4.99,183.68
2014,2,1,18,4.32,176.27
2014,2,1,19,4.05,175.69
2014,2,1,20,4.02,178.67
2014,2,1,21,3.66,183.06
2014,2,1,22,3.14,189.88
2014,2,1,23,2.66,198.65
2014,2,2,0,2.37,208.17
2014,2,2,1,2.13,207.32
2014,2,2,2,1.87,192.76
2014,2,2,3,1.68,168.22
2014,2,2,4,1.64,134.04
2014,2,2,5,1.92,100.08
2014,2,2,6,2.29,79.96
2014,2,2,7,2.11,77.4
2014,2,2,8,2.48,83.84
2014,2,2,9,2.48,86.93
2014,2,2,10,2.79,97.56
2014,2,2,11,2.21,112.93
2014,2,2,12,1.66,138.05
2014,2,2,13,1.92,170.38
2014,2,2,14,2.94,179.85
2014,2,2,15,3.81,174.58
2014,2,2,16,4.39,163.56
2014,2,2,17,4.87,150.68
2014,2,2,18,5.43,141.13
2014,2,2,19,5.9,133.12
2014,2,2,20,5.75,118.93
2014,2,2,21,5.13,99.29
2014,2,2,22,4.23,77.51
2014,2,2,23,3.87,49.66
2014,2,3,0,4.12,26.57
2014,2,3,1,4.9,12.62
2014,2,3,2,6.0,3.36
2014,2,3,3,6.49,348.34
2014,2,3,4,6.15,319.33
2014,2,3,5,5.71,284.19
2014,2,3,6,3.22,266.94
2014,2,3,7,1.63,359.17
2014,2,3,8,2.54,348.66
